20.55	8.80
18.35	6.95
18.65	6.90
19.30	7.00
19.10	6.85
19.15	6.65
21.20	8.80
21.40	8.80
21.10	8.00
20.40	7.00
20.50	6.35
20.10	6.05
20.45	5.15
20.95	5.55
20.95	6.20
20.90	6.60
21.05	7.00
21.85	8.50
21.90	8.20
22.30	7.70
21.85	6.65
21.30	5.05
22.60	6.70
22.50	6.15
23.65	7.20
24.10	7.00
21.95	4.80
22.15	5.05
22.45	5.30
22.45	4.90
22.70	5.50
23.00	5.60
23.20	5.30
23.45	5.95
23.75	5.95
24.45	6.15
24.60	6.45
25.20	6.55
26.05	6.40
25.30	5.75
24.35	5.35
23.30	4.90
22.95	4.75
22.40	4.55
22.80	4.10
22.90	4.00
23.25	3.85
23.45	3.60
23.55	4.20
23.80	3.65
23.80	4.75
24.20	4.00
24.55	4.00
24.70	3.85
24.70	4.30
24.90	4.75
26.40	5.70
27.15	5.95
27.30	5.45
27.50	5.45
27.55	5.10
26.85	4.95
26.60	4.90
26.85	4.40
26.20	4.40
26.00	4.25
25.15	4.10
25.60	3.90
25.85	3.60
24.95	3.35
25.10	3.25
25.45	3.15
26.85	2.95
27.15	3.15
27.20	3.00
27.95	3.25
27.95	3.50
28.80	4.05
28.80	4.70
28.75	5.45
28.60	5.75
29.25	6.30
30.00	6.55
30.60	3.40
30.05	3.45
29.75	3.45
29.20	4.00
29.45	4.05
29.05	4.55
29.40	4.85
29.50	4.70
29.90	4.45
30.75	4.45
30.40	4.05
30.80	3.95
31.05	3.95
30.90	5.20
30.65	5.85
30.70	6.15
31.50	6.25
31.65	6.55
32.00	7.00
32.50	7.95
33.35	7.45
32.60	6.95
32.65	6.60
32.55	6.35
32.35	6.10
32.55	5.80
32.20	5.05
32.35	4.25
32.90	4.15
32.70	4.60
32.75	4.85
34.10	4.60
34.10	5.00
33.60	5.25
33.35	5.65
33.75	5.95
33.40	6.20
34.45	5.80
34.65	5.65
34.65	6.25
35.25	6.25
34.35	6.80
34.10	7.15
34.45	7.30
34.70	7.20
34.85	7.00
34.35	7.75
34.55	7.85
35.05	8.00
35.50	8.05
35.80	7.10
36.60	6.70
36.75	7.25
36.50	7.40
35.95	7.90
36.10	8.10
36.15	8.40
37.60	7.35
37.90	7.65
29.15	4.40
34.90	9.00
35.30	9.40
35.90	9.35
36.00	9.65
35.75	10.00
36.70	9.15
36.60	9.80
36.90	9.75
37.25	10.15
36.40	10.15
36.30	10.70
36.75	10.85
38.15	9.70
38.40	9.45
38.35	10.50
37.70	10.80
37.45	11.15
37.35	11.40
37.00	11.75
36.80	12.20
37.15	12.55
37.25	12.15
37.65	11.95
37.95	11.85
38.60	11.75
38.50	12.20
38.00	12.95
37.30	13.00
37.50	13.40
37.85	14.50
38.30	14.60
38.05	14.45
38.35	14.35
38.50	14.25
39.30	14.20
39.00	13.20
38.95	12.90
39.20	12.35
39.50	11.80
39.55	12.30
39.75	12.75
40.20	12.80
40.40	12.05
40.45	12.50
40.55	13.15
40.45	14.50
40.20	14.80
40.65	14.90
40.60	15.25
41.30	15.30
40.95	15.70
41.25	16.80
40.95	17.05
40.70	16.45
40.45	16.30
39.90	16.20
39.65	16.20
39.25	15.50
38.85	15.50
38.30	16.50
38.75	16.85
39.00	16.60
38.25	17.35
39.50	16.95
39.90	17.05
